Time (s),Voltage (V),Current (A),RPM,Fault
74,11.93423452814387,1.5302773535653615,1511.5838169877052,0
75,11.859157854103737,1.5513999391305446,1477.0560499282649,0
76,12.089318710823838,1.5015781747904349,1495.421286343532,0
77,11.769416784693249,1.534660508465073,1486.0672484210597,0
78,11.818748306267835,1.5380445193601908,1487.478536083069,0
79,12.257263011988414,1.4291014508927713,1472.4953301207263,0
80,11.731834238040133,1.5804757127634321,1444.664831978678,0
81,12.24381773408078,1.5217449177684208,1485.067072346423,0
82,12.332212209279652,1.5757904972056571,1476.6937600418062,0
83,12.03357488673719,1.5668805446515648,1452.915877527507,0
84,11.829046392871748,1.5409778518693522,1520.012735521331,0
85,12.119159965390596,1.514810884922311,1497.649796356055,0
86,12.29324658656582,1.442808351243786,1525.0441085291793,0
87,12.160901960680706,1.507202575308776,1538.016350857124,0
88,11.911525697463437,1.5913121829756247,1497.1476882869258,0
89,11.775165525054831,1.5019812683912017,1446.4514121188429,0
90,11.830558831969226,1.5213074085798086,1452.671639413663,0
91,12.112011016150769,1.550726918705567,1482.1120055945564,0
92,11.954764632868216,1.536615131934724,1493.7940485322868,0
93,12.089710916767787,1.502856936691967,1472.618275482436,0
94,11.72192053727562,1.4916397826316394,1473.4404001341395,0
95,11.627669292825903,1.5847305970400707,1466.237595707487,0
96,12.035825690688743,1.576824373628837,1485.8169780086707,0
97,11.963902294894844,1.6268892135960429,1485.4009580498291,0
98,12.09430249225703,1.566043020018644,1496.5541971464127,0
99,12.286320432874167,1.6324995835086993,1519.4187464474217,0
100,12.281370398947551,1.5580519456747595,1453.0768596572846,0
101,12.040547027680454,1.516406995741138,1462.570723183327,0
102,11.958111741284938,1.5323136696566062,1468.8447631646084,0
103,12.3889169280417,1.577185617026924,1480.200311534183,0
104,12.224298533695046,1.5306692539132347,1454.7051315448923,0
105,11.858035589171086,1.4250382503221724,1470.1726054872752,0
106,12.31336256130616,1.5701011917685515,1464.6774321705295,0
107,11.990448335146091,1.558655933465036,1480.0463042754532,0
108,12.019337885970074,1.5467647785442875,1461.2182791280256,0
109,11.753307039867748,1.6218787815032967,1465.0721620307831,0
110,12.022760173461608,1.6421428173229018,1466.3630315570563,0
111,12.005069403242814,1.5295916333566135,1436.3100034246802,0
112,12.151571131645568,1.4913027986883896,1460.5051601356315,0
113,11.806421587941609,1.5985267152069154,1487.512346600075,0
114,12.09991278116033,1.650569847157799,1475.3121689316238,0
115,11.992114483797257,1.5677686037889331,1490.106854292688,0
116,11.752633980763349,1.687366717539515,1445.251982632676,0
117,11.931832880031696,1.5306387839731337,1434.2797007502359,0
118,12.030086139587473,1.496863753360133,1453.84799326886,0
119,12.050518049269002,1.566293266914223,1456.0639207151114,0
120,12.222775760413057,1.4779451378359025,1449.7498887811603,0
121,12.00553282632228,1.5196961984431503,1450.3098872514033,0
122,12.099733157669542,1.539652079227731,1437.7367549424605,0
123,11.803387564935619,1.5250905735687694,1483.156712452442,0
124,12.080625305908423,1.482596416503468,1504.759988965982,0
125,11.711888492704922,1.5388313683912034,1491.8735448687396,0
126,12.107145096695412,1.4736504786964588,1441.2465920851484,0
127,11.917019243008982,1.556653101744432,1470.5272059056902,0
128,11.839370759927844,1.579134721671843,1469.963610916846,0
129,11.946974986694121,1.4909195429156565,1446.4236189393341,0
130,11.989499241012041,1.516490633566661,1479.8756814283552,0
131,12.255182902593203,1.663105895810232,1443.9921813302428,0
132,12.186479702679039,1.5771611801490193,1486.2221603373034,0
133,12.160165435907983,1.5538305525451779,1488.4224993550113,0
134,11.888064938363959,1.5715296782905366,1471.696646711939,0
135,11.836203926932383,1.5806250212075494,1475.0197704025181,0
136,11.827565918457458,1.5917275359355072,1497.7807446077193,0
137,11.779166006622445,1.5604402864377085,1466.6793004044764,0
138,11.652671712490317,1.5983679366603014,1459.7384818280652,0
139,12.045753130133491,1.5685549781904395,1463.0760778865456,0
140,11.915857017111216,1.6147304326336094,1459.280293890805,0
141,11.867773881387256,1.5565801642004236,1475.9614177254273,0
142,11.79025596462833,1.5031825295449603,1453.7678954323417,0
143,12.121727109760558,1.5883261820320902,1446.7819237334577,0
144,11.505823207445129,1.5518122693156693,1454.446287891114,0
145,11.716609185821115,1.592912105184399,1484.903037980758,0
146,11.742405929394005,1.5809373909352153,1479.6317263631104,0
147,12.224296051312846,1.5720146181575976,1443.1029891208043,0
148,11.950359497000145,1.5870518764389692,1436.7027201620347,0
149,11.721052652932629,1.608917349216326,1516.5346889611665,0
150,12.066071266980725,1.5737279054950388,1484.6066585623598,0
151,12.016844733886108,1.583496605808434,1442.4269017281297,0
152,12.120093103337396,1.5745593049847655,1449.522355976653,0
153,12.233338152034182,1.5338631443714001,1455.6233504710135,0
154,12.240997915080227,1.5413165744508905,1516.3731858795695,0
155,11.868269821742146,1.5738030358639197,1458.4995225124494,0
156,11.938315091951736,1.6141399032910346,1509.8580360854128,0
157,11.824785340429752,1.6455321088022203,1457.6614921218688,0
158,11.941894199958565,1.4727389195455953,1418.5233707569378,0
159,11.83906013594586,1.6132153541411045,1485.1718057562368,0
160,11.51477088114349,1.5595168464127336,1491.0867601096566,0
161,12.03639330047705,1.5164500371297798,1498.8891382092345,0
162,11.778757965969378,1.5289652013252757,1483.6397708496638,0
163,12.273266315732789,1.6765571054986523,1494.7251716565384,0
164,12.142479827299622,1.5523120138578328,1482.4006846887066,0
165,12.25337857938899,1.5287646465065081,1474.7074813538945,0
166,12.220943620056218,1.5822513903836877,1456.056624641067,0
167,11.844206196591783,1.6042515408205666,1470.5882762905296,0
168,11.924487756422142,1.4840978586700864,1445.577366691744,0
169,11.727690331105292,1.6123713393885617,1496.26257328527,0
170,11.70047049281796,1.5998010890466465,1485.693144997038,0
171,11.890005449539471,1.5403758714631288,1492.859860033079,0
172,12.24615817249202,1.5711437594933746,1489.524596952248,0
173,12.0957901522961,1.6080222429464637,1495.1016536666348,0
174,11.864154920057004,1.60631789802723,1444.2533640200443,0
175,11.865092525007253,1.6743155701050683,1442.3904448370813,0
176,11.998878307066349,1.5651558774376018,1463.3123762624475,0
177,11.575563978307292,1.5842439020461614,1472.262605130075,0
178,11.837354669427093,1.585794930935739,1429.5093712962205,0
179,12.10297085458812,1.5508706768720535,1446.9448921117141,0
180,12.238978208100086,1.5856562135180716,1482.783424925168,0
181,12.157839120726642,1.6842005892683773,1487.3927697233137,0
182,11.993916818206733,1.56247326185064,1491.4682738509553,0
183,12.233282434036372,1.5509182992130621,1460.1771498402852,0
184,12.39394681955744,1.6954262531586912,1431.8099732353521,0
185,12.171745907549854,1.5392345736461432,1413.7832327677313,0
186,12.43479424679672,1.603727492037391,1469.2433558402186,0
187,12.042122864239284,1.5109133355510758,1401.1377066478035,0
188,12.288310380697098,1.4740801345508736,1438.2186796507597,0
189,12.444402690207403,1.6167141673391854,1449.9352013959326,0
190,11.734975829477444,1.542503753055501,1464.0124093573552,0
191,11.915958470084968,1.518506735379216,1418.9257156645378,0
192,12.197604823616064,1.5606871415968482,1470.7498298908329,0
193,12.105798877861632,1.6348434122250957,1445.7387291814898,0
194,11.775861704413424,1.6134491132112678,1438.3718953355253,0
195,12.14810433003787,1.602075028093485,1495.3370211080303,0
196,11.99325957546882,1.6471113689836352,1447.968807082678,0
197,11.94417408951509,1.6056614429672418,1426.6452620334421,0
198,12.099437860362633,1.4866553137790002,1476.7884527661008,0
199,12.141547756096248,1.6405364202310682,1476.2904330043257,0
200,11.800796460711126,1.6231462727739814,1483.103425020267,0
201,11.627536194383135,1.6236096701083893,1468.3192036230919,0
202,12.085024093975257,1.636944463878805,1455.832705758432,0
203,11.937254114801794,1.6002955290128889,1442.5562777540586,0
204,11.803716855412397,1.611666807447491,1437.7350054838657,0
205,11.809956770197568,1.6132055213266694,1455.8064771909887,0
206,11.75238780761469,1.6934618205154899,1461.3174143027309,0
207,11.945505283042104,1.5851561603166346,1429.806361929335,0
208,11.958736804058606,1.620065767520087,1474.1836431026247,0
209,12.074065490519471,1.6112628045218507,1468.003935237046,0
210,11.993528081894487,1.58332698028004,1473.990568434369,0
211,11.98790494943675,1.5327773046405153,1488.3878882436286,0
212,12.021827450141759,1.6135744305914062,1437.7055137788543,0
213,11.888322808527331,1.608892922650777,1464.8511224618362,0
214,11.763443327374207,1.6300639730871844,1509.9808201293213,0
215,12.0640151033024,1.5737843147662698,1465.104812705645,0
216,11.975211629399011,1.6255946297719812,1464.9403173002343,0
217,11.939294368758974,1.6913183929551288,1470.688005971912,0
218,11.832563339751594,1.738187617331583,1488.5697648353425,0
219,12.08541584951265,1.6826577655264914,1466.2129027661445,0
220,12.116597101966779,1.6456685120414176,1435.6343835499306,0
221,12.21002401569067,1.5472641068134605,1436.1876611256077,0
222,11.83305653557393,1.5974810313529197,1439.8166086795227,0
223,12.011882103108402,1.5908793019022032,1454.914411214721,0
224,11.842461747206178,1.6757871400862556,1448.4377509604387,0
225,11.811012791454607,1.5668477604835864,1473.1560694051939,0
226,11.883320369505352,1.673263022513655,1427.5472365955318,0
227,12.183526644126895,1.5051408612896624,1442.0908032376237,0
228,12.199690412994656,1.6719988094095681,1439.8322429183652,0
229,12.060474188375492,1.6974376451075768,1443.070452861097,0
230,11.790620461489281,1.5516495528556193,1441.255230362898,0
231,12.170490153190181,1.6292261550334761,1448.6918706861256,0
232,11.932997301311612,1.6617032470667854,1487.318786260855,0
233,11.950369257259467,1.5716023839958313,1450.5758374035377,0
234,11.895497819632737,1.581508344766411,1463.8664075731035,0
235,11.909272438104809,1.6353099463595557,1459.7589839929885,0
236,11.606060620846188,1.6230696372107143,1471.095148167706,0
237,11.680581816334772,1.6459389346125786,1485.202557359623,0
238,11.935232298871185,1.569795034403561,1463.4808728342878,0
239,11.881439274428502,1.6703071529376827,1456.7230455275082,0
240,11.791785663658356,1.5950890316899333,1489.9145151051282,0
241,12.13401863383302,1.7195201802397766,1467.133212237019,0
242,11.820525354537056,1.5721722529113964,1453.9254398768605,0
243,12.025950645690493,1.6470091464056371,1474.362848722711,0
244,11.873943408539061,1.5583982971793287,1430.1994056672424,0
245,11.802592436320902,1.5576850926454326,1469.4324143974925,0
246,12.091811369333843,1.6392176763839128,1468.470393185166,0
247,12.05384537774845,1.6365679940178939,1481.2256431274686,0
248,12.220413370306751,1.5899439800282076,1437.926549851126,0
249,11.979791509569239,1.585449289210447,1457.432448968396,0
250,12.298954941991791,1.5871632531133706,1464.9180766661773,0
251,12.19996511509642,1.6298468279816178,1430.2083068468548,0
252,11.618580118250135,1.5783699852579602,1455.9396936202984,0
253,12.265051319366187,1.6526692824114377,1458.9308956748134,0
254,12.115550047398692,1.5371524119648345,1423.0574535936155,0
255,11.860552133855556,1.6283215786577252,1431.5254707388176,0
256,12.362242863464212,1.567935797573786,1422.6903536365892,0
257,12.131691270800934,1.5560938065170753,1495.0054939897514,0
258,12.287913530430878,1.6793454743865048,1471.1782967687425,0
259,12.262656600175976,1.670753498470707,1440.001563715729,0
260,11.770241080761746,1.662475336520528,1430.9485654693385,0
261,11.859064028679626,1.5869234852054666,1463.809673999529,0
262,11.909756392491387,1.6077304281508427,1466.9058061290073,0
263,11.927359712449997,1.6063103969187522,1451.4471383267678,0
264,12.221182751485856,1.5992283245374033,1461.1152942353765,0
265,11.749787846091913,1.644160233550027,1436.3884646386477,0
266,12.063105984777003,1.5867473991402257,1433.8425324923696,0
267,12.624843162125687,1.5965876637754706,1480.4381215204896,0
268,12.227647782405533,1.6201980506579585,1452.1179892107311,0
269,12.030340282238106,1.5962366151964393,1430.3377741705447,0
270,12.189739851934306,1.6470761607304438,1449.66713331766,0
271,11.44300942888432,1.5551780031922022,1467.0649516008173,0
272,12.147473845149701,1.6410117375686946,1434.7821745485264,0
273,12.030670200410718,1.6662534854003497,1415.6087927126464,0
274,12.379161851726993,1.6920028590510898,1434.2308398176758,0
275,12.057478439421953,1.6484426761561535,1448.6997593195358,0
276,11.93125987386096,1.7792952506624862,1417.0927246780627,0
277,12.17523979969169,1.663960844187846,1432.6707182274642,0
278,11.71386992502243,1.6291064297205182,1474.2056669708209,0
279,11.831391474203812,1.6426934967918572,1442.4369231656024,0
280,11.80508305834593,1.7166915695484866,1444.559077463823,0
281,11.913130637600224,1.7791722312270557,1417.466447784226,0
282,12.377865073691444,1.6589270490819883,1452.126069154358,0
283,11.891136005304107,1.5901009334500955,1442.219386420653,0
284,12.240514531850762,1.6438739585844901,1476.5412260194141,0
285,11.933263140458694,1.6271575157311113,1428.5024150993354,0
286,11.850836982681798,1.6373692580119554,1458.5633932101327,0
287,11.874752410453619,1.681472611003776,1430.9124269647675,0
288,12.0808954113329,1.5948121087081568,1406.5701055351897,0
289,12.211774352444753,1.661459237930678,1413.7218116835313,0
290,11.916697453712628,1.5583538849617264,1465.4620429488455,0
291,11.922530493841602,1.697999719067087,1449.0405756409787,0
292,12.095720798643663,1.6184138355858364,1419.4747392093848,0
293,11.955836938820093,1.6023539890320382,1467.2537733985066,0
294,12.086873866520547,1.6452955667601148,1429.1966246835284,0
295,11.98924220441371,1.6555719096060895,1432.5448915417383,0
296,11.939359359999495,1.663062706134039,1469.9923673989986,0
297,12.063566282484494,1.7311495314783045,1450.6821521081738,0
298,12.059413432082987,1.702356489368886,1451.7747666707412,0
299,12.132882324028351,1.5962273412375447,1444.1148060092155,0
300,12.30249324920162,1.60092206914606,1464.213188894427,0
301,11.91813644317697,1.713301201649736,1455.8292584277349,0
302,11.860417083195612,1.6527615779301954,1425.510366853724,0
303,12.02191360349629,1.6540641497969526,1463.3279255086181,0
304,11.738797264140299,1.6509434688096514,1433.929337145914,0
305,11.88822840847461,1.7079638147322993,1422.9702407364741,0
306,11.780247998239256,1.5989265880299786,1457.669792953382,0
307,11.92983401054837,1.6037700830530757,1458.321836090084,0
308,12.160090689451723,1.6388228587580855,1447.5549586003879,0
309,11.804771755829098,1.652012326191613,1427.956783841947,0
310,11.910045535041201,1.7058301809614542,1421.189234792954,0
311,11.952806561130702,1.7068162390176975,1398.1804620592602,0
312,12.000415206934361,1.699915334934534,1445.4465274339782,0
313,11.631834141468012,1.600331524634991,1431.7832990575123,0
314,12.04339535059441,1.6475933498063395,1410.773117599517,0
315,11.646006083568455,1.6992064161634641,1463.7601714218172,0
316,12.449056303718404,1.669440571902543,1446.842954261416,0
317,12.016204476177695,1.742176643331213,1426.4867621743153,0
318,12.003962064153379,1.6951754872166727,1465.9228151989773,0
319,11.775899422747331,1.7363976056359123,1450.9273896461893,0
320,12.081820423554792,1.6747272819227192,1418.7356042142214,0
321,11.655117899794245,1.6370039424871112,1443.1355358591834,0
322,11.984235972447113,1.6871030795676583,1432.6032802341092,0
323,11.947713714443317,1.5905168335164113,1439.3744895487707,0
324,12.141827224138138,1.6774950077247335,1404.146588196806,0
325,12.421681636882017,1.6289617797951148,1403.4870529755306,0
326,12.147944264332365,1.6792044035797595,1453.1820569056213,0
327,12.101238143976245,1.609615572016287,1417.6586755516407,0
328,12.084770710842335,1.729998476458106,1403.366298530948,0
329,12.063299637287813,1.6337676247284976,1394.1174810686189,0
330,11.76722441504238,1.646720902208127,1425.9110799446676,0
331,12.039953847880335,1.5813819763606594,1477.8491081974257,0
332,11.571386664962413,1.8034313991058428,1470.5334046020957,0
333,11.863507919681561,1.633988191437686,1429.9456808634543,0
334,12.25977753676837,1.7121405628519681,1415.8007385450082,0
335,11.90738516423467,1.7819455237283763,1453.1280491654595,0
336,12.146706322541325,1.7123161273324157,1398.5445384164839,0
337,12.042942374893238,1.6123363344617674,1408.1366550834437,0
338,12.046234588612167,1.7105899940894955,1402.613994975517,0
339,12.080460663833017,1.720191973204561,1418.594145082053,0
340,12.358515491356254,1.6123859724675116,1449.260315105656,0
341,11.94557021187654,1.6305577568147631,1404.595725172368,0
342,12.050752274804484,1.715064811712076,1419.1222215629139,0
343,12.181497793700586,1.6521488819394836,1423.1067848121438,0
344,12.369310249632104,1.7339407775042528,1444.0788449744987,0
345,11.75021380427871,1.641784334135734,1461.0073682947473,0
346,12.141630013395575,1.6030249610608263,1408.0471078702756,0
347,12.030667181644459,1.7979377026634413,1455.441029432587,0
348,12.226911267488077,1.7270742272737105,1400.5479400077802,0
349,12.130161929188866,1.6606671230200054,1407.7290112851008,0
350,11.822226351904954,1.627901087101384,1416.8325189808388,0
351,11.869759822901697,1.6713675245348523,1424.8446133246503,0
352,12.271642040709954,1.670004509481648,1398.6366955257874,0
353,12.284190451540567,1.6626600284412967,1461.059915322403,0
354,11.906137373145347,1.7568564148558172,1430.839205450484,0
355,11.987063844309446,1.6321359484633342,1421.2534505343815,0
356,11.888988509590233,1.6576299908991192,1425.2705613449873,0
357,11.842608278298583,1.6352875763873604,1431.6622977135949,0
358,11.938722858863468,1.67880250413245,1457.5624321387,0
359,12.088219421477444,1.6712465439550246,1435.818138346707,0
360,12.083857842582152,1.842071778257058,1423.0804970932884,0
361,11.996343510088352,1.5888968583393759,1436.8743898871758,0
362,12.147593171603527,1.6377379212029017,1415.4867944103953,0
363,12.30814090754776,1.7387977512236157,1410.633856935282,0
364,12.050297810731646,1.7573711377645802,1439.5808806406205,0
365,12.017930827173036,1.6521733186603282,1392.7315681045077,0
366,11.538360122442729,1.7051266181592364,1428.5029964191906,0
367,12.290832248910458,1.6439428512051453,1432.0072303082738,0
368,11.566430134621816,1.6691564898986215,1394.5556984490672,0
369,12.022060631364607,1.6939610167089154,1424.253005388537,0
370,12.014820946142986,1.695222526533783,1414.6239941195086,0
371,11.840493312803149,1.8004914465487247,1404.103165850219,0
372,11.725381189668909,1.646525985085988,1422.542305077953,0
373,12.033551585766471,1.732819266571653,1430.8320588413465,0
374,12.091115507171613,1.6860626196133228,1406.9908384238772,0
375,12.181024002715862,1.7282499070656108,1443.2154705041987,0
376,11.806860029076717,1.6983430614191615,1442.4086796510614,0
377,11.846926479550358,1.7508511749518332,1400.3284446059783,0
378,11.844763672525078,1.6077081260359471,1404.7391863905468,0
379,11.747308548376832,1.78908454037698,1433.1425365860584,0
380,12.307451435834848,1.6815531811659898,1433.576167573212,0
381,12.191135044210533,1.695356670325166,1428.5314943524693,0
382,11.854172142022644,1.7263978091790366,1447.9573875144574,0
383,11.83963165208059,1.7301217458885114,1422.1051628282116,0
384,11.766484024146237,1.734638366024793,1426.9768957194992,0
385,12.271131625995586,1.5826286264035074,1410.7581255812538,0
386,12.20963276262619,1.6820056864006232,1438.8721320543505,0
387,12.139202823850948,1.6170538830438428,1435.902034483978,0
388,11.600482215779648,1.6916680909013193,1418.6957744646206,0
389,12.006452078991172,1.656118144661642,1392.4476691536124,0
390,11.743534592273738,1.762002136593696,1431.6286418868492,0
391,11.999121576172163,1.6524297106214956,1405.3633417696615,0
392,11.676297990343036,1.7255958040736115,1405.5455789056746,0
393,12.014962158017562,1.7605526118379873,1421.0007210347537,0
394,12.305571582310998,1.6438535012413544,1432.25880720955,0
395,12.249009166543773,1.7029068966351517,1434.9163910248383,0
396,11.673090881938654,1.6775680308895113,1410.7190385739473,0
397,12.163539999959596,1.69613333556523,1404.3141856606362,0
398,12.19520059469111,1.7084107131048798,1388.559748415191,0
399,11.64678829364495,1.664503395240909,1435.5743748479329,0
400,11.581640781726195,1.678816744784998,1425.5705800203718,0
401,11.959762328663155,1.6654806215346771,1425.0494833108762,0
402,12.295258738701692,1.7214349603764425,1429.5952050472802,0
403,11.82916769593649,1.6981801710035231,1415.242615995664,0
404,11.699867670039257,1.7006601139909427,1358.4932872614013,0
405,12.057550068839458,1.6680155741469214,1407.2195238901857,0
406,12.304839958926568,1.7720754897131703,1434.7748325492855,0
407,12.009137858756578,1.7583671499370872,1440.592774112554,0
408,12.01174269085371,1.758707607407933,1437.9909209124444,0
409,11.843892400498902,1.6741410418914566,1403.624806744353,0
410,11.996770031538631,1.7892605049804287,1447.6037476850731,0
411,12.248905665979416,1.5969362652664298,1433.981000353415,0
412,12.09237642851536,1.5937334229851985,1412.376648476745,0
413,11.909551419087368,1.7076384097948858,1387.322479678464,0
414,11.63355069866338,1.705749530435594,1414.0299137584773,0
415,12.169772567845165,1.6955712251298638,1417.6048159670117,0
416,12.337387345769022,1.703829113375443,1425.2418458305071,0
417,11.896095854284468,1.7094718538194122,1419.909478799938,0
418,11.795044939788587,1.721872315872856,1392.568779361728,0
419,11.757135815311539,1.6990409009907501,1424.922597782618,0
420,12.182327029886492,1.7465911288307026,1412.5384882057424,0
421,11.765002574864818,1.6052450040790693,1427.1730654214675,0
422,11.837771667887493,1.8108633751361725,1416.6647067995739,0
423,12.142869653513857,1.741441923102677,1411.6836144578479,0
424,12.169714437101947,1.7553466333813987,1412.537394965474,0
425,12.067177312995506,1.604167586730329,1413.1055620798807,0
426,11.978626756895595,1.7660323211908024,1414.7940569300918,0
427,11.793203221285685,1.7729425096876557,1408.0449668162828,0
428,11.722994595884705,1.7412762552363548,1431.9113975808232,0
429,12.260787983652843,1.6628748725725107,1401.5360052410665,0
430,11.621889914478256,1.7317203473033784,1383.4751089799863,0
431,11.910000025680617,1.6755841723339349,1390.086714414724,0
432,11.940281346530607,1.618744516952685,1395.9137987626523,0
433,12.06589764183494,1.7626120496281332,1414.088458234323,0
434,12.030645583707905,1.7295026330852603,1418.5045708049036,0
435,11.787802570851786,1.778168235441439,1435.09977348341,0
436,12.092041206583273,1.6999275094673234,1420.250809826283,0
437,12.088327840243347,1.7633785626742589,1412.024941768698,0
438,12.243254503740438,1.7018898122712838,1365.4425504136213,0
439,12.402068383697106,1.6492258339210852,1426.2322170392117,0
440,12.18881021410028,1.6296818179419283,1426.0623677160054,0
441,12.108171906296825,1.733348508385478,1431.1853160853473,0
442,12.115499704361683,1.6340389515776224,1412.3198669370315,0
443,11.721345901627558,1.7428381867965999,1414.9690274076418,0
444,12.041290827814132,1.7529761168249653,1409.5658162683642,0
445,12.063465116404782,1.7532374385114586,1404.205436254834,0
446,12.11762655802193,1.7392693361214693,1400.5979587111565,0
447,12.156699754244956,1.7657760178933648,1418.5544187501914,0
448,12.020434494538978,1.6574618368623435,1377.0315854384962,0
449,11.816957765577913,1.7344314991704655,1405.4713690684553,0
450,12.15110443911744,1.8285709085539414,1385.9933549266257,0
451,11.921001721164044,1.6018535028121117,1400.5044366982122,0
452,11.867920842798135,1.662606585534955,1431.2410975661942,0
453,11.81621438331443,1.6552666387166162,1434.5635623644687,0
454,12.094182782096958,1.645884234153734,1396.5038079335748,0
455,11.808317567354107,1.6522746677324978,1426.2026031853775,0
456,11.947468643419102,1.6932648374022266,1403.8615946921395,0
457,11.856695486612692,1.6932823784997857,1424.0883252149565,0
458,12.085715476485259,1.8421826220687882,1377.3902777489975,0
459,12.01812667140663,1.6125218002722612,1386.1499626916516,0
460,11.927033893621026,1.6423827328658989,1395.6928681427796,0
461,12.022441587440742,1.742761343404522,1380.741344543733,0
462,11.67074871071819,1.7622202535979508,1434.5326834405118,0
463,12.197716984966798,1.772882419204575,1429.8463803344082,0
464,12.314458759563303,1.7367284039141704,1401.9919435612794,0
465,12.12343286569178,1.6136070909390114,1414.3906226229533,0
466,11.861293548748652,1.7890791044627061,1418.9215109606857,0
467,11.943616642883896,1.7659332058471287,1398.2809706338676,0
468,11.8879782328878,1.7229335700162955,1404.5743266042132,0
469,12.16483442009691,1.7150794197115002,1396.045283969989,0
470,11.81087482795185,1.7889534096670776,1408.187565968886,0
471,12.02777666985859,1.7574223841489027,1388.2267803999691,0
